#                   T = 2.00                    
#          r [Å]            g(r)           Δg(r)
  1.70000000E+01  8.42875486E-01  1.18483132E-03
  1.72500000E+01  7.83133910E-01  1.02484788E-03
  1.75000000E+01  7.59048216E-01  8.95870009E-04
  1.77500000E+01  7.72978934E-01  9.06406610E-04
  1.80000000E+01  8.21132226E-01  1.08815704E-03
  1.82500000E+01  8.94568380E-01  1.25601985E-03
  1.85000000E+01  9.81372714E-01  1.36824057E-03
  1.87500000E+01  1.06801357E+00  1.34426359E-03
  1.90000000E+01  1.14117387E+00  1.25928296E-03
  1.92500000E+01  1.18834229E+00  1.09469397E-03
  1.95000000E+01  1.20508103E+00  9.79588193E-04
  1.97500000E+01  1.18815626E+00  1.03205386E-03
  2.00000000E+01  1.14398149E+00  1.18421723E-03
  2.02500000E+01  1.07915868E+00  1.32945354E-03
  2.05000000E+01  1.00558821E+00  1.38467326E-03
  2.07500000E+01  9.33943641E-01  1.34070802E-03
  2.10000000E+01  8.73798534E-01  1.21211937E-03
  2.12500000E+01  8.35784615E-01  1.04051908E-03
  2.15000000E+01  8.24377636E-01  9.67782714E-04
  2.17500000E+01  8.39919624E-01  1.04166271E-03
  2.20000000E+01  8.79337756E-01  1.21270444E-03
  2.22500000E+01  9.37221470E-01  1.37693359E-03
  2.25000000E+01  1.00147031E+00  1.43388648E-03
  2.27500000E+01  1.06255562E+00  1.37654865E-03
  2.30000000E+01  1.11126961E+00  1.23804187E-03
  2.32500000E+01  1.14162567E+00  1.10540417E-03
  2.35000000E+01  1.14690587E+00  1.03680654E-03
  2.37500000E+01  1.13136327E+00  1.12605873E-03
  2.40000000E+01  1.09596036E+00  1.29172002E-03
  2.42500000E+01  1.04632069E+00  1.41051754E-03
  2.45000000E+01  9.91435382E-01  1.43186417E-03
  2.47500000E+01  9.40193272E-01  1.36535212E-03
  2.50000000E+01  8.99872646E-01  1.19856707E-03
  2.52500000E+01  8.77186883E-01  1.02771431E-03
  2.55000000E+01  8.73586937E-01  1.02061324E-03
  2.57500000E+01  8.89396960E-01  1.16042778E-03
  2.60000000E+01  9.21904071E-01  1.33873245E-03
  2.62500000E+01  9.64867206E-01  1.46663838E-03
  2.65000000E+01  1.01101935E+00  1.45839633E-03
  2.67500000E+01  1.05317003E+00  1.34163403E-03
  2.70000000E+01  1.08496599E+00  1.19363174E-03
  2.72500000E+01  1.10362169E+00  1.05220173E-03
  2.75000000E+01  1.10552667E+00  1.07463266E-03
  2.77500000E+01  1.08971622E+00  1.22898372E-03
  2.80000000E+01  1.06223416E+00  1.40318215E-03
  2.82500000E+01  1.02505232E+00  1.49170226E-03
  2.85000000E+01  9.85640670E-01  1.46423421E-03
  2.87500000E+01  9.50275768E-01  1.32606072E-03
  2.90000000E+01  9.23837252E-01  1.14687591E-03
  2.92500000E+01  9.09625853E-01  1.02478856E-03
  2.95000000E+01  9.10963452E-01  1.08675958E-03
  2.97500000E+01  9.23929398E-01  1.27167770E-03
  3.00000000E+01  9.49238636E-01  1.44440720E-03
  3.02500000E+01  9.80872992E-01  1.52859574E-03
  3.05000000E+01  1.01353588E+00  1.47343786E-03
  3.07500000E+01  1.04316954E+00  1.33995018E-03
  3.10000000E+01  1.06444610E+00  1.12372963E-03
  3.12500000E+01  1.07456666E+00  1.01505289E-03
  3.15000000E+01  1.07329657E+00  1.12097054E-03
  3.17500000E+01  1.06138845E+00  1.35881023E-03
  3.20000000E+01  1.03974178E+00  1.52384060E-03
  3.22500000E+01  1.01253756E+00  1.57255036E-03
  3.25000000E+01  9.84446260E-01  1.46376553E-03
  3.27500000E+01  9.60597260E-01  1.24908954E-03
  3.30000000E+01  9.42274491E-01  1.04119446E-03
  3.32500000E+01  9.35302292E-01  1.00280573E-03
  3.35000000E+01  9.37452664E-01  1.16650868E-03
  3.37500000E+01  9.49321265E-01  1.41253046E-03
  3.40000000E+01  9.67408470E-01  1.54275262E-03
  3.42500000E+01  9.90469228E-01  1.60537141E-03
  3.45000000E+01  1.01262482E+00  1.48335701E-03
  3.47500000E+01  1.03263555E+00  1.22336078E-03
  3.50000000E+01  1.04664684E+00  1.00229647E-03
  3.52500000E+01  1.05266804E+00  1.03297700E-03
  3.55000000E+01  1.05092259E+00  1.21752589E-03
  3.57500000E+01  1.04029656E+00  1.45520450E-03
  3.60000000E+01  1.02451761E+00  1.63195412E-03
  3.62500000E+01  1.00597780E+00  1.61571208E-03
  3.65000000E+01  9.86637719E-01  1.45730896E-03
  3.67500000E+01  9.70233022E-01  1.16960206E-03
  3.70000000E+01  9.59356044E-01  9.10623274E-04
  3.72500000E+01  9.54960625E-01  9.64651698E-04
  3.75000000E+01  9.57962570E-01  1.20269716E-03
  3.77500000E+01  9.66353877E-01  1.51378765E-03
  3.80000000E+01  9.78882879E-01  1.66180845E-03
  3.82500000E+01  9.94480749E-01  1.64867159E-03
  3.85000000E+01  1.00955443E+00  1.46504376E-03
  3.87500000E+01  1.02271748E+00  1.10371310E-03
  3.90000000E+01  1.03162127E+00  8.42578662E-04
  3.92500000E+01  1.03481054E+00  9.40727273E-04
  3.95000000E+01  1.03328073E+00  1.28432520E-03
  3.97500000E+01  1.02637583E+00  1.58298018E-03
  4.00000000E+01  1.01599638E+00  1.71775439E-03
  4.02500000E+01  1.00355182E+00  1.65797823E-03
  4.05000000E+01  9.91380488E-01  1.40648281E-03
  4.07500000E+01  9.80142569E-01  1.00007322E-03
  4.10000000E+01  9.72765064E-01  7.57709095E-04
  4.12500000E+01  9.70353883E-01  9.41245026E-04
  4.15000000E+01  9.71943166E-01  1.30509948E-03
  4.17500000E+01  9.77406248E-01  1.62614270E-03
  4.20000000E+01  9.86055536E-01  1.75725971E-03
  4.22500000E+01  9.95298994E-01  1.68047744E-03
  4.25000000E+01  1.00468742E+00  1.36167704E-03
  4.27500000E+01  1.01289175E+00  9.10080922E-04
  4.30000000E+01  1.01883687E+00  6.53055370E-04
  4.32500000E+01  1.02277255E+00  9.43418603E-04
  4.35000000E+01  1.02059269E+00  1.35426585E-03
  4.37500000E+01  1.01724327E+00  1.68854658E-03
  4.40000000E+01  1.01112640E+00  1.79964354E-03
  4.42500000E+01  1.00452251E+00  1.64356902E-03
  4.45000000E+01  9.96507004E-01  1.28716983E-03
  4.47500000E+01  9.90021764E-01  8.10128053E-04
  4.50000000E+01  9.85333129E-01  5.57250390E-04
  4.52500000E+01  9.82680045E-01  9.43125160E-04
  4.55000000E+01  9.82130306E-01  1.43159684E-03
  4.57500000E+01  9.83972960E-01  1.74692965E-03
  4.60000000E+01  9.87848986E-01  1.82988016E-03
  4.62500000E+01  9.92540230E-01  1.63206853E-03
  4.65000000E+01  9.98570798E-01  1.20900365E-03
  4.67500000E+01  1.00349745E+00  6.68329924E-04
  4.70000000E+01  1.00813782E+00  4.63829941E-04
  4.72500000E+01  1.01135243E+00  9.68129566E-04
  4.75000000E+01  1.01307623E+00  1.46355750E-03
  4.77500000E+01  1.01254294E+00  1.78746698E-03
  4.80000000E+01  1.01073399E+00  1.84314959E-03
  4.82500000E+01  1.00742539E+00  1.58481836E-03
  4.85000000E+01  1.00371328E+00  1.14791118E-03
  4.87500000E+01  9.99563351E-01  5.52533953E-04
  4.90000000E+01  9.95329904E-01  4.64502377E-04
  4.92500000E+01  9.90614979E-01  1.03346128E-03
  4.95000000E+01  9.88122799E-01  1.54983862E-03
  4.97500000E+01  9.87260127E-01  1.81336110E-03
