#                   T = 2.00                    
#          r [Å]            g(r)           Δg(r)
  3.95000000E+01  1.03796491E+00  6.77859434E-04
  3.97500000E+01  1.02748977E+00  7.03231097E-04
  4.00000000E+01  1.01272115E+00  7.40949579E-04
  4.02500000E+01  9.96866547E-01  7.84235182E-04
  4.05000000E+01  9.82234311E-01  7.39378442E-04
  4.07500000E+01  9.70691253E-01  6.86749813E-04
  4.10000000E+01  9.64010372E-01  6.83588042E-04
  4.12500000E+01  9.63016112E-01  6.75698783E-04
  4.15000000E+01  9.67824829E-01  6.79623643E-04
  4.17500000E+01  9.77357088E-01  7.07417123E-04
  4.20000000E+01  9.89774438E-01  7.40589613E-04
  4.22500000E+01  1.00345715E+00  7.60315379E-04
  4.25000000E+01  1.01615826E+00  7.52304114E-04
  4.27500000E+01  1.02552259E+00  6.76886622E-04
  4.30000000E+01  1.03031674E+00  6.63245455E-04
  4.32500000E+01  1.03059295E+00  6.73058293E-04
  4.35000000E+01  1.02589064E+00  6.91073001E-04
  4.37500000E+01  1.01740283E+00  7.48058128E-04
  4.40000000E+01  1.00654538E+00  7.36463293E-04
  4.42500000E+01  9.95040051E-01  7.66602374E-04
  4.45000000E+01  9.84328662E-01  7.28082375E-04
  4.47500000E+01  9.77201182E-01  6.89240472E-04
  4.50000000E+01  9.72958740E-01  6.70163605E-04
  4.52500000E+01  9.73527600E-01  6.93252814E-04
  4.55000000E+01  9.77826652E-01  6.98269984E-04
  4.57500000E+01  9.85501975E-01  7.04079415E-04
  4.60000000E+01  9.94680005E-01  7.50525119E-04
  4.62500000E+01  1.00479868E+00  7.51988691E-04
  4.65000000E+01  1.01355144E+00  7.13335959E-04
  4.67500000E+01  1.01972387E+00  6.71064314E-04
  4.70000000E+01  1.02260447E+00  6.81875510E-04
  4.72500000E+01  1.02152855E+00  6.95420684E-04
  4.75000000E+01  1.01750659E+00  7.26878158E-04
  4.77500000E+01  1.01067553E+00  7.35227828E-04
  4.80000000E+01  1.00274979E+00  7.64335823E-04
  4.82500000E+01  9.94189428E-01  7.26676355E-04
  4.85000000E+01  9.87188445E-01  6.94560264E-04
  4.87500000E+01  9.81920718E-01  6.71819501E-04
  4.90000000E+01  9.79968914E-01  6.83951325E-04
  4.92500000E+01  9.80891741E-01  6.93488260E-04
  4.95000000E+01  9.84647097E-01  7.04173460E-04
  4.97500000E+01  9.90963161E-01  7.15537842E-04
  5.00000000E+01  9.98063063E-01  7.67031441E-04
  5.02500000E+01  1.00499890E+00  6.91604872E-04
  5.05000000E+01  1.01156811E+00  6.71021566E-04
  5.07500000E+01  1.01493982E+00  6.67333622E-04
  5.10000000E+01  1.01669538E+00  7.03560748E-04
  5.12500000E+01  1.01509643E+00  7.01530825E-04
  5.15000000E+01  1.01196895E+00  7.37827504E-04
  5.17500000E+01  1.00629989E+00  7.37830118E-04
  5.20000000E+01  1.00009355E+00  7.43296403E-04
  5.22500000E+01  9.94021859E-01  7.36872683E-04
  5.25000000E+01  9.88958213E-01  6.67048114E-04
  5.27500000E+01  9.86164832E-01  6.92828085E-04
  5.30000000E+01  9.85071129E-01  6.90868880E-04
  5.32500000E+01  9.86624121E-01  6.98301879E-04
  5.35000000E+01  9.89744267E-01  7.51235681E-04
  5.37500000E+01  9.94640789E-01  7.55186621E-04
  5.40000000E+01  9.99692563E-01  6.82968814E-04
  5.42500000E+01  1.00517938E+00  7.01324481E-04
  5.45000000E+01  1.00920061E+00  6.64535320E-04
  5.47500000E+01  1.01171488E+00  6.84278545E-04
  5.50000000E+01  1.01210499E+00  6.94562987E-04
  5.52500000E+01  1.01037028E+00  7.12822652E-04
  5.55000000E+01  1.00747017E+00  7.10302478E-04
  5.57500000E+01  1.00339686E+00  7.25591814E-04
  5.60000000E+01  9.98774923E-01  7.15856869E-04
  5.62500000E+01  9.94284550E-01  6.72425973E-04
  5.65000000E+01  9.90953623E-01  6.70194205E-04
  5.67500000E+01  9.89203984E-01  7.01360066E-04
  5.70000000E+01  9.88966795E-01  6.83814932E-04
  5.72500000E+01  9.90349290E-01  7.37709163E-04
  5.75000000E+01  9.93212103E-01  7.30708652E-04
  5.77500000E+01  9.96939791E-01  6.85692375E-04
  5.80000000E+01  1.00122196E+00  7.10519339E-04
  5.82500000E+01  1.00493919E+00  6.94227022E-04
  5.85000000E+01  1.00739865E+00  6.89262915E-04
  5.87500000E+01  1.00862539E+00  7.02292798E-04
  5.90000000E+01  1.00880780E+00  7.09215487E-04
  5.92500000E+01  1.00769467E+00  6.90277603E-04
  5.95000000E+01  1.00449931E+00  6.89580614E-04
  5.97500000E+01  1.00130524E+00  6.78891350E-04
  6.00000000E+01  9.98152710E-01  6.82773161E-04
  6.02500000E+01  9.94625172E-01  6.96838663E-04
  6.05000000E+01  9.92188868E-01  7.12632667E-04
  6.07500000E+01  9.91284467E-01  6.86636173E-04
  6.10000000E+01  9.91779336E-01  6.95260983E-04
  6.12500000E+01  9.93247304E-01  6.84071336E-04
  6.15000000E+01  9.95866556E-01  6.75390011E-04
  6.17500000E+01  9.99050843E-01  6.81492462E-04
  6.20000000E+01  1.00164430E+00  6.94764941E-04
  6.22500000E+01  1.00413094E+00  6.81570491E-04
  6.25000000E+01  1.00593246E+00  6.90072289E-04
  6.27500000E+01  1.00694415E+00  7.01391639E-04
  6.30000000E+01  1.00648141E+00  7.05993479E-04
  6.32500000E+01  1.00481342E+00  7.00455758E-04
  6.35000000E+01  1.00260601E+00  7.01628289E-04
  6.37500000E+01  9.99801297E-01  6.67446824E-04
  6.40000000E+01  9.97404432E-01  6.80809622E-04
  6.42500000E+01  9.95140343E-01  6.86092505E-04
  6.45000000E+01  9.93822950E-01  6.92977359E-04
  6.47500000E+01  9.93458608E-01  7.00940053E-04
  6.50000000E+01  9.93919739E-01  6.93265944E-04
  6.52500000E+01  9.95686162E-01  6.90095469E-04
  6.55000000E+01  9.97648584E-01  6.68673298E-04
  6.57500000E+01  9.99800032E-01  6.96564901E-04
  6.60000000E+01  1.00179190E+00  6.81209173E-04
  6.62500000E+01  1.00347911E+00  6.95869345E-04
  6.65000000E+01  1.00472207E+00  7.00532838E-04
  6.67500000E+01  1.00493668E+00  7.16083002E-04
  6.70000000E+01  1.00461534E+00  6.90734887E-04
  6.72500000E+01  1.00321630E+00  6.89797216E-04
  6.75000000E+01  1.00123858E+00  7.09083297E-04
  6.77500000E+01  9.98980261E-01  7.25242609E-04
  6.80000000E+01  9.97304781E-01  6.89142656E-04
  6.82500000E+01  9.95562712E-01  6.95850350E-04
  6.85000000E+01  9.95039532E-01  7.05588562E-04
  6.87500000E+01  9.94863024E-01  6.97427921E-04
  6.90000000E+01  9.95640962E-01  7.05479508E-04
  6.92500000E+01  9.96836536E-01  6.86312247E-04
  6.95000000E+01  9.98607773E-01  6.88995597E-04
  6.97500000E+01  1.00035252E+00  6.79549457E-04
  7.00000000E+01  1.00188880E+00  6.88590224E-04
  7.02500000E+01  1.00352586E+00  7.14032657E-04
  7.05000000E+01  1.00394342E+00  7.26711380E-04
  7.07500000E+01  1.00355364E+00  7.07566196E-04
  7.10000000E+01  1.00287243E+00  6.85869073E-04
  7.12500000E+01  1.00177914E+00  6.82334005E-04
  7.15000000E+01  1.00025385E+00  6.67947803E-04
  7.17500000E+01  9.98608842E-01  6.79541599E-04
  7.20000000E+01  9.97011176E-01  6.93891660E-04
  7.22500000E+01  9.96169720E-01  7.20761951E-04
  7.25000000E+01  9.96289057E-01  7.30629249E-04
  7.27500000E+01  9.96291488E-01  7.18815712E-04
  7.30000000E+01  9.97215969E-01  6.73901852E-04
  7.32500000E+01  9.97799438E-01  6.66673156E-04
